=== USDKRW Volatility Analysis ===
Data Source,Yahoo Finance (KRW=X)
Period,2022-01-03 ~ 2026-03-18
Trading Days,1093

Date,Close,Log Return,4M Rolling Return
2024-05-22,1363.42,0.002394,0.025213
2024-05-23,1365.81,0.001751,0.022290
2024-05-24,1367.62,0.001324,0.023086
2024-05-27,1365.71,-0.001398,0.024377
2024-05-28,1360.93,-0.003506,0.025863
2024-05-29,1362.76,0.001344,0.021628
2024-05-30,1370.55,0.005700,0.031303
2024-05-31,1375.62,0.003692,0.028324
2024-06-03,1382.10,0.004700,0.036531
2024-06-04,1370.79,-0.008217,0.033163
2024-06-05,1373.72,0.002135,0.034724
2024-06-06,1368.74,-0.003632,0.027992
2024-06-07,1365.25,-0.002553,0.026457
2024-06-10,1379.05,0.010057,0.038050
2024-06-11,1373.96,-0.003698,0.024739
2024-06-12,1377.36,0.002472,0.038733
2024-06-13,1370.41,-0.005059,0.032200
2024-06-14,1373.74,0.002427,0.031662
2024-06-17,1382.28,0.006197,0.036705
2024-06-18,1379.06,-0.002332,0.033972
2024-06-19,1378.61,-0.000326,0.034317
2024-06-20,1381.15,0.001841,0.040673
2024-06-21,1391.82,0.007696,0.046481
2024-06-24,1388.39,-0.002467,0.042554
2024-06-25,1386.11,-0.001644,0.040787
2024-06-26,1390.89,0.003443,0.043131
2024-06-27,1393.38,0.001789,0.043574
2024-06-28,1386.95,-0.004625,0.042114
2024-07-01,1380.29,-0.004813,0.038640
2024-07-02,1383.42,0.002265,0.037490
2024-07-03,1383.42,0.000000,0.042446
2024-07-04,1385.77,0.001697,0.048888
2024-07-05,1380.25,-0.003991,0.048838
2024-07-08,1376.57,-0.002670,0.050384
2024-07-09,1382.75,0.004479,0.054609
2024-07-10,1382.42,-0.000239,0.052350
2024-07-11,1382.99,0.000412,0.046198
2024-07-12,1371.27,-0.008510,0.031542
2024-07-15,1374.11,0.002069,0.028456
2024-07-16,1383.69,0.006948,0.034906
2024-07-17,1382.64,-0.000759,0.039493
2024-07-18,1378.65,-0.002890,0.032944
2024-07-19,1385.24,0.004769,0.030991
2024-07-22,1388.81,0.002574,0.037099
2024-07-23,1387.10,-0.001232,0.032791
2024-07-24,1384.57,-0.001826,0.025759
2024-07-25,1382.65,-0.001388,0.024337
2024-07-26,1381.43,-0.000883,0.026849
2024-07-29,1382.09,0.000478,0.019594
2024-07-30,1381.36,-0.000528,0.022677
2024-07-31,1383.50,0.001548,0.028747
2024-08-01,1367.92,-0.011325,0.012254
2024-08-02,1368.97,0.000767,0.013849
2024-08-05,1357.17,-0.008657,0.002178
2024-08-06,1367.40,0.007509,0.013985
2024-08-07,1370.31,0.002126,0.004803
2024-08-08,1375.33,0.003657,0.005476
2024-08-09,1373.76,-0.001142,-0.004240
2024-08-12,1363.84,-0.007247,-0.017173
2024-08-13,1369.54,0.004171,-0.012830
2024-08-14,1362.17,-0.005396,-0.012591
2024-08-15,1355.71,-0.004754,-0.017174
2024-08-16,1363.51,0.005737,-0.007584
2024-08-19,1348.98,-0.010714,-0.021656
2024-08-20,1330.88,-0.013508,-0.028895
2024-08-21,1327.58,-0.002483,-0.035869
2024-08-22,1333.66,0.004569,-0.027732
2024-08-23,1339.54,0.004399,-0.027268
2024-08-26,1323.88,-0.011759,-0.036926
2024-08-27,1326.64,0.002083,-0.042455
2024-08-28,1326.36,-0.000211,-0.035375
2024-08-29,1336.69,0.007758,-0.020482
2024-08-30,1332.88,-0.002854,-0.016361
2024-09-02,1336.58,0.002772,-0.011530
2024-09-03,1337.55,0.000726,-0.014863
2024-09-04,1340.41,0.002136,-0.015808
2024-09-05,1331.01,-0.007038,-0.025187
2024-09-06,1332.79,0.001336,-0.027239
2024-09-09,1337.77,0.003730,-0.019079
2024-09-10,1341.27,0.002613,-0.015618
2024-09-11,1343.34,0.001542,-0.007580
2024-09-12,1339.18,-0.003101,-0.005096
2024-09-13,1335.69,-0.002610,-0.013078
2024-09-16,1329.51,-0.004638,-0.022534
2024-09-17,1319.11,-0.007853,-0.032499
2024-09-18,1322.93,0.002892,-0.031395
2024-09-19,1322.26,-0.000507,-0.033167
2024-09-20,1327.61,0.004038,-0.027898
2024-09-23,1331.50,0.002926,-0.021625
2024-09-24,1333.62,0.001591,-0.021383
2024-09-25,1324.89,-0.006568,-0.033315
2024-09-26,1335.05,0.007639,-0.029492
2024-09-27,1313.30,-0.016426,-0.049779
2024-09-30,1309.30,-0.003050,-0.044857
2024-10-01,1315.33,0.004595,-0.042505
2024-10-02,1324.84,0.007204,-0.032073
2024-10-03,1324.03,-0.000612,-0.030192
2024-10-04,1334.41,0.007809,-0.032370
2024-10-07,1345.88,0.008559,-0.020437
2024-10-08,1342.37,-0.002611,-0.025404
2024-10-09,1341.31,-0.000790,-0.021235
2024-10-10,1343.02,0.001274,-0.022362
2024-10-11,1349.74,0.004991,-0.023541
2024-10-14,1348.33,-0.001045,-0.022283
2024-10-15,1357.27,0.006609,-0.015479
2024-10-16,1363.18,0.004345,-0.013011
2024-10-17,1364.20,0.000748,-0.019845
2024-10-18,1370.05,0.004279,-0.013210
2024-10-21,1369.01,-0.000759,-0.012337
2024-10-22,1376.50,0.005456,-0.010346
2024-10-23,1376.63,0.000094,-0.012021
2024-10-24,1377.34,0.000516,-0.006929
2024-10-25,1376.32,-0.000741,-0.002876
2024-10-28,1387.66,0.008206,0.003065
2024-10-29,1381.97,-0.004109,-0.001048
2024-10-30,1383.18,0.000875,-0.001869
2024-10-31,1378.57,-0.003339,-0.001217
2024-11-01,1372.93,-0.004100,-0.002644
2024-11-04,1379.34,0.004658,-0.002466
2024-11-05,1372.86,-0.004709,-0.006915
2024-11-06,1378.00,0.003737,-0.003608
2024-11-07,1399.80,0.015696,0.020806
2024-11-08,1372.08,-0.020002,-0.001477
2024-11-11,1397.20,0.018142,0.009764
2024-11-12,1400.55,0.002395,0.012954
2024-11-13,1406.65,0.004346,0.020310
2024-11-14,1399.00,-0.005453,0.009933
2024-11-15,1400.83,0.001307,0.008655
2024-11-18,1394.35,-0.004637,0.005227
2024-11-19,1389.50,-0.003484,0.003561
2024-11-20,1392.16,0.001913,0.006878
2024-11-21,1397.62,0.003914,0.011720
2024-11-22,1399.60,0.001416,0.012669
2024-11-25,1403.51,0.002790,0.016035
2024-11-26,1395.56,-0.005680,0.008717
2024-11-27,1395.27,-0.000208,0.019994
2024-11-28,1388.47,-0.004886,0.014244
2024-11-29,1393.30,0.003473,0.026622
2024-12-02,1399.86,0.004697,0.023738
2024-12-03,1401.06,0.000857,0.022440
2024-12-04,1411.67,0.007544,0.026423
2024-12-05,1410.80,-0.000616,0.026963
2024-12-06,1399.99,-0.007692,0.026506
2024-12-09,1424.22,0.017159,0.039926
2024-12-10,1426.60,0.001670,0.047299
2024-12-11,1433.95,0.005139,0.057711
2024-12-12,1429.15,-0.003353,0.048140
2024-12-13,1427.86,-0.000903,0.058474
2024-12-16,1434.45,0.004605,0.077821
2024-12-17,1431.35,-0.002163,0.078165
2024-12-18,1436.42,0.003536,0.077051
2024-12-19,1451.50,0.010444,0.083581
2024-12-20,1437.45,-0.009727,0.085786
2024-12-23,1445.42,0.005529,0.089534
2024-12-24,1442.70,-0.001884,0.087714
2024-12-25,1453.42,0.007403,0.087328
2024-12-26,1457.61,0.002879,0.093579
2024-12-27,1466.99,0.006415,0.097570
2024-12-30,1472.80,0.003953,0.101118
2024-12-31,1467.39,-0.003680,0.094732
2025-01-02,1473.52,0.004169,0.107069
2025-01-03,1471.65,-0.001270,0.104187
2025-01-06,1465.53,-0.004167,0.095502
2025-01-07,1459.45,-0.004157,0.088110
2025-01-08,1451.88,-0.005200,0.080799
2025-01-09,1457.97,0.004186,0.088703
2025-01-10,1455.23,-0.001881,0.089497
2025-01-13,1472.25,0.011628,0.107363
2025-01-14,1458.89,-0.009116,0.105965
2025-01-15,1460.44,0.001062,0.103943
2025-01-16,1437.22,-0.016027,0.086942
2025-01-17,1453.32,0.011140,0.094689
2025-01-20,1457.38,0.002790,0.094540
2025-01-21,1435.53,-0.015106,0.076416
2025-01-22,1425.79,-0.006808,0.076157
2025-01-23,1434.34,0.005979,0.074372
2025-01-24,1433.93,-0.000286,0.091853
2025-01-27,1427.63,-0.004403,0.090377
2025-01-28,1417.92,-0.006825,0.077996
2025-01-29,1443.26,0.017713,0.089384
2025-01-30,1443.32,0.000042,0.090096
2025-01-31,1441.66,-0.001151,0.080373
2025-02-03,1456.78,0.010433,0.082400
2025-02-04,1459.05,0.001557,0.086921
2025-02-05,1450.16,-0.006112,0.081152
2025-02-06,1443.89,-0.004333,0.075107
2025-02-07,1442.15,-0.001206,0.068465
2025-02-10,1450.62,0.005856,0.075864
2025-02-11,1453.21,0.001784,0.070686
2025-02-12,1450.75,-0.001694,0.064239
2025-02-13,1452.12,0.000944,0.064448
2025-02-14,1438.74,-0.009257,0.050137
2025-02-17,1432.60,-0.004277,0.046450
2025-02-18,1441.29,0.006048,0.047069
2025-02-19,1440.08,-0.000840,0.046091
2025-02-20,1439.98,-0.000069,0.045479
2025-02-21,1431.70,-0.005767,0.040238
2025-02-24,1434.29,0.001807,0.033603
2025-02-25,1428.65,-0.003940,0.033778
2025-02-26,1429.50,0.000595,0.033488
2025-02-27,1434.42,0.003436,0.040513
2025-02-28,1449.86,0.010706,0.056033
2025-03-03,1459.80,0.006832,0.058332
2025-03-04,1457.93,-0.001282,0.061966
2025-03-05,1452.85,-0.003491,0.054318
2025-03-06,1443.03,-0.006782,0.030883
2025-03-07,1446.50,0.002402,0.054239
2025-03-10,1446.26,-0.000166,0.035113
2025-03-11,1457.03,0.007419,0.040327
2025-03-12,1451.02,-0.004133,0.031543
2025-03-13,1448.75,-0.001566,0.035561
2025-03-14,1453.23,0.003088,0.037406
2025-03-17,1449.05,-0.002880,0.039230
2025-03-18,1442.49,-0.004537,0.038136
2025-03-19,1448.94,0.004461,0.040785
2025-03-20,1443.39,-0.003838,0.032749
2025-03-21,1465.82,0.015420,0.047313
2025-03-24,1464.78,-0.000710,0.043655
2025-03-25,1466.27,0.001017,0.050668
2025-03-26,1462.09,-0.002855,0.047890
2025-03-27,1465.68,0.002452,0.055608
2025-03-28,1461.89,-0.002589,0.049228
2025-03-31,1469.41,0.005131,0.049684
2025-04-01,1471.96,0.001734,0.050604
2025-04-02,1469.97,-0.001353,0.041299
2025-04-03,1466.04,-0.002677,0.039155
2025-04-04,1450.68,-0.010532,0.036207
2025-04-07,1458.52,0.005390,0.024083
2025-04-08,1469.95,0.007806,0.030387
2025-04-09,1486.13,0.010947,0.036389
2025-04-10,1443.95,-0.028793,0.010356
2025-04-11,1452.04,0.005587,0.016934
2025-04-14,1419.05,-0.022982,-0.010736
2025-04-15,1419.42,0.000261,-0.008335
2025-04-16,1427.02,0.005340,-0.006544
2025-04-17,1414.23,-0.009003,-0.025677
2025-04-22,1421.64,0.005226,-0.010999
2025-04-23,1429.22,0.005318,-0.011208
2025-04-24,1426.45,-0.001940,-0.011264
2025-04-25,1430.06,0.002528,-0.016072
2025-04-28,1437.36,0.005092,-0.013893
2025-04-29,1435.88,-0.001030,-0.021207
2025-04-30,1431.16,-0.003293,-0.028273
2025-05-01,1423.75,-0.005191,-0.029740
2025-05-02,1435.10,0.007940,-0.026074
2025-05-05,1398.90,-0.025548,-0.049434
2025-05-06,1374.37,-0.017691,-0.062203
2025-05-07,1374.77,0.000291,-0.058022
2025-05-08,1397.29,0.016248,-0.037600
2025-05-09,1403.85,0.004684,-0.037120
2025-05-12,1395.17,-0.006202,-0.041272
2025-05-13,1416.03,0.014841,-0.038186
2025-05-14,1416.00,-0.000021,-0.029399
2025-05-15,1407.33,-0.006142,-0.036366
2025-05-16,1397.02,-0.007353,-0.027971
2025-05-19,1398.13,0.000794,-0.037975
2025-05-20,1388.55,-0.006876,-0.047229
2025-05-21,1392.73,0.003006,-0.029815
2025-05-22,1373.86,-0.013642,-0.036422
2025-05-23,1381.34,0.005430,-0.036951
2025-05-26,1364.73,-0.012097,-0.048259
2025-05-27,1368.10,0.002466,-0.041698
2025-05-28,1374.80,0.004885,-0.030411
2025-05-29,1373.60,-0.000873,-0.048266
2025-05-30,1370.41,-0.002325,-0.050515
2025-06-02,1381.99,0.008414,-0.041390
2025-06-03,1376.07,-0.004293,-0.055403
2025-06-04,1377.72,0.001198,-0.055742
2025-06-05,1361.09,-0.012144,-0.061421
2025-06-06,1354.55,-0.004816,-0.061874
2025-06-09,1359.19,0.003420,-0.057525
2025-06-10,1353.85,-0.003937,-0.066709
2025-06-11,1363.88,0.007381,-0.061471
2025-06-12,1365.69,0.001326,-0.058632
2025-06-13,1349.79,-0.011711,-0.070469
2025-06-16,1365.14,0.011308,-0.051156
2025-06-17,1357.78,-0.005406,-0.052227
2025-06-18,1380.50,0.016595,-0.042178
2025-06-19,1370.75,-0.007088,-0.048143
2025-06-20,1374.89,0.003016,-0.045202
2025-06-23,1369.47,-0.003950,-0.043466
2025-06-24,1361.94,-0.005514,-0.050443
2025-06-25,1353.78,-0.006009,-0.052406
2025-06-26,1357.03,0.002398,-0.050696
2025-06-27,1352.76,-0.003152,-0.056929
2025-06-30,1363.59,0.007974,-0.059502
2025-07-01,1348.50,-0.011128,-0.076243
2025-07-02,1355.59,0.005244,-0.070195
2025-07-03,1354.75,-0.000620,-0.067522
2025-07-04,1357.10,0.001733,-0.059548
2025-07-07,1362.20,0.003751,-0.058279
2025-07-08,1374.64,0.009091,-0.049521
2025-07-09,1370.30,-0.003162,-0.059525
2025-07-10,1373.00,0.001968,-0.053769
2025-07-11,1372.64,-0.000262,-0.052535
2025-07-14,1378.17,0.004021,-0.051650
2025-07-15,1382.01,0.002782,-0.046265
2025-07-16,1386.45,0.003208,-0.038850
2025-07-17,1384.92,-0.001104,-0.044184
2025-07-18,1391.58,0.004797,-0.035895
2025-07-21,1390.57,-0.000726,-0.051336
2025-07-22,1381.82,-0.006312,-0.056637
2025-07-23,1379.78,-0.001477,-0.058986
2025-07-24,1373.72,-0.004402,-0.060441
2025-07-25,1372.00,-0.001253,-0.063916
2025-07-28,1382.78,0.007826,-0.054115
2025-07-29,1388.29,0.003977,-0.055206
2025-07-30,1388.86,0.000410,-0.056455
2025-07-31,1392.52,0.002632,-0.052688
2025-08-01,1391.51,-0.000726,-0.050838
2025-08-04,1390.18,-0.000956,-0.041705
2025-08-05,1383.59,-0.004752,-0.051374
2025-08-06,1386.58,0.002159,-0.056716
2025-08-07,1384.39,-0.001581,-0.068460
2025-08-08,1384.97,0.000419,-0.040846
2025-08-11,1387.81,0.002049,-0.044234
2025-08-12,1389.79,0.001426,-0.020619
2025-08-13,1383.09,-0.004833,-0.025595
2025-08-14,1378.78,-0.003121,-0.033805
2025-08-15,1387.87,0.006571,-0.018639
2025-08-18,1387.98,0.000079,-0.023677
2025-08-19,1386.91,-0.000771,-0.029604
2025-08-20,1391.34,0.003189,-0.024614
2025-08-21,1396.91,0.003995,-0.023181
2025-08-22,1399.61,0.001931,-0.026263
2025-08-25,1382.89,-0.012018,-0.036904
2025-08-26,1389.05,0.004445,-0.029424
2025-08-27,1393.95,0.003521,-0.020931
2025-08-28,1392.75,-0.000861,-0.029510
2025-08-29,1384.41,-0.006006,-0.010358
2025-09-01,1388.84,0.003195,0.010528
2025-09-02,1392.94,0.002948,0.013217
2025-09-03,1394.57,0.001170,-0.001947
2025-09-04,1389.63,-0.003549,-0.010129
2025-09-05,1392.06,0.001747,-0.002229
2025-09-08,1385.51,-0.004716,-0.021553
2025-09-09,1385.72,0.000152,-0.021384
2025-09-10,1387.25,0.001104,-0.014268
2025-09-11,1387.20,-0.000036,-0.007029
2025-09-12,1389.50,0.001657,-0.006173
2025-09-15,1393.70,0.003018,0.003709
2025-09-16,1385.01,-0.006255,-0.005543
2025-09-17,1377.64,-0.005335,0.002751
2025-09-18,1378.69,0.000762,-0.001918
2025-09-19,1386.75,0.005829,0.016135
2025-09-22,1396.23,0.006813,0.020561
2025-09-23,1389.39,-0.004911,0.010612
2025-09-24,1391.85,0.001769,0.013286
2025-09-25,1403.65,0.008442,0.024256
2025-09-26,1408.92,0.003747,0.019486
2025-09-29,1408.71,-0.000149,0.023720
2025-09-30,1399.33,-0.006681,0.015685
2025-10-01,1403.15,0.002726,0.030902
2025-10-02,1401.82,-0.000948,0.034897
2025-10-03,1405.63,0.002714,0.034167
2025-10-06,1406.06,0.000306,0.038564
2025-10-07,1409.92,0.002741,0.033757
2025-10-08,1414.57,0.003293,0.035791
2025-10-09,1422.52,0.005604,0.053882
2025-10-10,1421.51,-0.000710,0.041292
2025-10-13,1429.03,0.005276,0.052475
2025-10-14,1426.07,-0.002074,0.033010
2025-10-15,1429.43,0.002353,0.042809
2025-10-16,1420.09,-0.006556,0.032875
2025-10-17,1415.72,-0.003082,0.033772
2025-10-20,1419.74,0.002836,0.042439
2025-10-21,1419.74,0.000000,0.048723
2025-10-22,1430.74,0.007718,0.054317
2025-10-23,1430.40,-0.000238,0.057394
2025-10-24,1435.84,0.003796,0.052985
2025-10-27,1436.97,0.000787,0.065606
2025-10-28,1430.97,-0.004184,0.055607
2025-10-29,1425.97,-0.003500,0.052571
2025-10-30,1424.01,-0.001375,0.049304
2025-10-31,1424.02,0.000007,0.045383
2025-11-03,1427.17,0.002210,0.038214
2025-11-04,1428.97,0.001260,0.042815
2025-11-05,1439.81,0.007557,0.048660
2025-11-06,1439.74,-0.000049,0.048884
2025-11-07,1447.90,0.005652,0.050596
2025-11-10,1454.00,0.004204,0.052091
2025-11-11,1456.09,0.001436,0.050229
2025-11-12,1459.84,0.002572,0.054097
2025-11-13,1468.02,0.005588,0.054930
2025-11-14,1468.71,0.000470,0.056193
2025-11-17,1446.53,-0.015217,0.046830
2025-11-18,1461.69,0.010426,0.059364
2025-11-19,1456.55,-0.003523,0.060296
2025-11-20,1466.13,0.006556,0.068608
2025-11-21,1473.25,0.004845,0.065426
2025-11-24,1467.73,-0.003754,0.057221
2025-11-25,1474.86,0.004846,0.061921
2025-11-26,1464.92,-0.006762,0.051992
2025-11-27,1470.59,0.003863,0.056830
2025-11-28,1461.40,-0.006269,0.051231
2025-12-01,1465.62,0.002883,0.059288
2025-12-02,1470.17,0.003100,0.060285
2025-12-03,1467.36,-0.001913,0.059933
2025-12-04,1465.03,-0.001589,0.057806
2025-12-05,1472.38,0.005004,0.060938
2025-12-08,1471.81,-0.000387,0.059016
2025-12-09,1468.51,-0.002245,0.061760
2025-12-10,1467.93,-0.000395,0.064659
2025-12-11,1469.04,0.000756,0.058485
2025-12-12,1470.85,0.001231,0.059705
2025-12-15,1472.91,0.001400,0.062008
2025-12-16,1467.48,-0.003693,0.054724
2025-12-17,1471.74,0.002899,0.053568
2025-12-18,1474.00,0.001534,0.053151
2025-12-19,1474.36,0.000244,0.066144
2025-12-22,1473.72,-0.000434,0.060955
2025-12-23,1476.84,0.002115,0.059464
2025-12-24,1478.67,0.001238,0.061691
2025-12-26,1446.52,-0.021982,0.044864
2025-12-29,1441.33,-0.003594,0.037794
2025-12-30,1434.71,-0.004604,0.029987
2025-12-31,1437.91,0.002228,0.031078
2026-01-02,1443.64,0.003977,0.038866
2026-01-05,1440.48,-0.002191,0.034783
2026-01-06,1445.56,0.003520,0.043341
2026-01-07,1444.96,-0.000415,0.042750
2026-01-08,1446.14,0.000816,0.042451
2026-01-09,1450.08,0.002721,0.045329
2026-01-12,1455.24,0.003552,0.047312
2026-01-13,1464.93,0.006637,0.051109
2026-01-14,1473.01,0.005500,0.063537
2026-01-15,1462.90,-0.006887,0.061888
2026-01-16,1468.84,0.004052,0.065388
2026-01-19,1471.58,0.001864,0.061172
2026-01-20,1471.52,-0.000041,0.053924
2026-01-21,1477.78,0.004245,0.063618
2026-01-22,1464.83,-0.008802,0.052434
2026-01-23,1463.26,-0.001072,0.042468
2026-01-26,1444.81,-0.012689,0.025473
2026-01-27,1440.98,-0.002654,0.022907
2026-01-28,1432.51,-0.005895,0.023711
2026-01-29,1429.27,-0.002264,0.018615
2026-01-30,1428.76,-0.000357,0.019218
2026-02-02,1448.80,0.013929,0.030712
2026-02-03,1452.54,0.002578,0.033057
2026-02-04,1446.68,-0.004042,0.026072
2026-02-05,1460.11,0.009240,0.032194
2026-02-06,1470.68,0.007213,0.033855
2026-02-09,1462.40,-0.005646,0.028765
2026-02-10,1458.54,-0.002643,0.020650
2026-02-11,1455.33,-0.002203,0.020518
2026-02-12,1444.19,-0.007684,0.010326
2026-02-13,1440.90,-0.002281,0.014654
2026-02-16,1439.52,-0.000958,0.016811
2026-02-17,1440.23,0.000493,0.014432
2026-02-18,1439.97,-0.000181,0.014249
2026-02-19,1440.16,0.000132,0.006584
2026-02-20,1447.75,0.005256,0.012129
2026-02-23,1443.44,-0.002982,0.005293
2026-02-24,1442.20,-0.000859,0.003640
2026-02-25,1439.99,-0.001534,0.006303
2026-02-26,1426.93,-0.009111,0.000673
2026-02-27,1432.32,0.003770,0.005836
2026-03-02,1438.50,0.004305,0.010168
2026-03-03,1452.27,0.009527,0.017587
2026-03-04,1483.07,0.020986,0.037859
2026-03-05,1460.75,-0.015164,0.014544
2026-03-06,1479.51,0.012761,0.027623
2026-03-09,1483.89,0.002956,0.024857
2026-03-10,1464.47,-0.013174,0.007201
2026-03-11,1472.78,0.005658,0.011462
2026-03-12,1475.34,0.001737,0.010618
2026-03-13,1470.58,-0.003232,0.001744
2026-03-16,1501.75,0.020974,0.022496
2026-03-17,1488.91,-0.008587,0.029298
2026-03-18,1484.87,-0.002717,0.015858

=== Summary Statistics ===

Daily Volatility,0.006302,0.6302%
Annualized Volatility,0.100048,10.00%

Year,Ann. Vol,Range %,Low,High,Days
2022,11.25%,21.8%,1186,1444,260
2023,9.80%,11.2%,1222,1359,260
2024,8.28%,13.9%,1294,1473,262
2025,10.17%,10.2%,1348,1486,257
2026,11.57%,5.2%,1427,1502,54

=== 4-Month Rolling Return Analysis ===
Observations,1009
Mean,1.69%
Std Dev,5.01%
Min (worst KRW strength),-14.41%
Max (worst KRW weakness),15.14%

=== Forward SELL Risk (KRW weakening = USDKRW up) ===
95% VaR,8.99%,133.5 KRW/$
99% VaR,11.93%,177.1 KRW/$
95% CVaR (ES),10.89%,161.7 KRW/$
99% CVaR (ES),13.76%,204.3 KRW/$

=== Forward BUY Risk (KRW strengthening = USDKRW down) ===
95% VaR,6.72%,99.8 KRW/$
99% VaR,13.01%,193.1 KRW/$
95% CVaR (ES),10.26%,152.4 KRW/$
99% CVaR (ES),13.61%,202.2 KRW/$

=== Margin Safety Conclusion ===
10% Margin covers,95% VaR (8.99%),Sufficient for normal conditions
15% Margin covers,99% CVaR (13.76%),Covers extreme tail risk
Worst historical 4M,15.14%,15% margin nearly covers worst case
